,campaign_id,campaign_name,org_id,start_date,end_date,budget,clicks,impressions,conversions
1541,2,Campaign_2,39,2014-10-17,2014-11-16,39660.54,9770,18731,330
1542,3,Campaign_3,39,2014-12-21,2015-01-20,8680.21,1974,42244,188
1543,4,Campaign_4,39,2014-11-16,2014-12-16,48290.16,4128,34475,235
1544,5,Campaign_5,39,2014-08-06,2014-09-05,29589.88,1615,49596,30
1545,1,Campaign_1,221,2014-12-29,2015-01-28,16282.46,5599,93405,324
1546,2,Campaign_2,221,2014-12-05,2015-01-04,37478.51,2423,24244,298
1547,3,Campaign_3,221,2014-07-19,2014-08-18,8330.15,1600,1852,54
1548,4,Campaign_4,221,2014-12-16,2015-01-15,48815.11,9456,93340,126
1549,5,Campaign_5,221,2014-04-17,2014-05-17,21091.93,5168,62998,226
1550,1,Campaign_1,208,2014-02-18,2014-03-20,1410.16,9013,38650,30
1551,2,Campaign_2,208,2014-07-24,2014-08-23,9370.88,9545,90115,32
1552,3,Campaign_3,208,2014-03-06,2014-04-05,23021.18,4317,57357,77
1553,4,Campaign_4,208,2014-09-09,2014-10-09,42602.91,3541,21345,272
1554,5,Campaign_5,208,2014-04-07,2014-05-07,46338.49,7291,73064,382
1555,1,Campaign_1,390,2014-08-08,2014-09-07,3795.52,8784,74983,30
1556,2,Campaign_2,390,2014-01-30,2014-03-01,1756.44,3408,97987,420
1557,3,Campaign_3,390,2014-04-30,2014-05-30,13001.8,2708,61581,74
1558,4,Campaign_4,390,2014-11-21,2014-12-21,8767.31,1765,17328,281
1559,5,Campaign_5,390,2014-05-27,2014-06-26,26628.66,2001,13736,53
1560,1,Campaign_1,88,2014-11-20,2014-12-20,35182.73,3662,85205,294
1561,2,Campaign_2,88,2014-10-24,2014-11-23,15409.87,6432,22915,258
1562,3,Campaign_3,88,2014-03-26,2014-04-25,30957.82,3803,98994,195
1563,4,Campaign_4,88,2014-07-27,2014-08-26,23162.56,3037,54913,390
1564,5,Campaign_5,88,2014-05-01,2014-05-31,35805.98,970,80079,34
1565,1,Campaign_1,170,2014-12-19,2015-01-18,25472.2,5393,27649,142
1566,2,Campaign_2,170,2014-05-16,2014-06-15,30722.2,7955,18453,320
1567,3,Campaign_3,170,2014-01-25,2014-02-24,11026.94,262,72230,61
1568,4,Campaign_4,170,2014-03-25,2014-04-24,46086.49,1890,35081,126
1569,5,Campaign_5,170,2014-12-03,2015-01-02,728.82,4139,10528,450
1570,1,Campaign_1,169,2014-08-23,2014-09-22,25947.89,9489,80735,411
1571,2,Campaign_2,169,2014-05-03,2014-06-02,26938.96,9073,89920,270
1572,3,Campaign_3,169,2014-04-06,2014-05-06,27146.96,290,5634,461
1573,4,Campaign_4,169,2014-10-13,2014-11-12,41414.29,6740,57516,377
1574,5,Campaign_5,169,2014-10-16,2014-11-15,18447.07,7857,11531,71
1575,1,Campaign_1,105,2014-01-05,2014-02-04,45726.42,7501,40404,358
1576,2,Campaign_2,105,2014-03-27,2014-04-26,38037.42,1741,59906,108
1577,3,Campaign_3,105,2014-01-27,2014-02-26,11348.34,6578,79583,118
1578,4,Campaign_4,105,2014-02-07,2014-03-09,2496.41,1620,22935,476
1579,5,Campaign_5,105,2014-07-19,2014-08-18,39710.6,5857,41265,201
1580,1,Campaign_1,361,2014-02-25,2014-03-27,5247.93,4303,68380,438
1581,2,Campaign_2,361,2014-09-20,2014-10-20,12397.17,5697,70374,52
1582,3,Campaign_3,361,2014-07-18,2014-08-17,1399.86,559,3224,323
1583,4,Campaign_4,361,2014-08-24,2014-09-23,26947.09,2801,71368,25
1584,5,Campaign_5,361,2014-12-02,2015-01-01,27567.7,3880,21941,467
1585,1,Campaign_1,4,2014-12-19,2015-01-18,3667.46,3470,42490,128
1586,2,Campaign_2,4,2014-12-28,2015-01-27,12938.89,4916,34713,27
1587,3,Campaign_3,4,2014-04-14,2014-05-14,24438.76,8051,22264,224
1588,4,Campaign_4,4,2014-12-25,2015-01-24,13176.01,6104,70962,387
1589,5,Campaign_5,4,2014-03-02,2014-04-01,21472.1,6613,13258,440
1590,1,Campaign_1,144,2014-09-23,2014-10-23,26385.72,6343,63839,356
1591,2,Campaign_2,144,2014-08-17,2014-09-16,2026.8,498,56925,379
1592,3,Campaign_3,144,2014-02-13,2014-03-15,19940.24,3720,45126,280
1593,4,Campaign_4,144,2014-07-04,2014-08-03,39941.98,7231,13592,358
1594,5,Campaign_5,144,2014-08-18,2014-09-17,44266.16,2760,29474,365
1595,1,Campaign_1,148,2014-03-12,2014-04-11,5595.34,6316,94532,67
1596,2,Campaign_2,148,2014-04-23,2014-05-23,34206.28,8452,56954,189
1597,3,Campaign_3,148,2014-09-17,2014-10-17,42334.77,291,28337,247
1598,4,Campaign_4,148,2014-06-27,2014-07-27,5967.75,8762,52644,398
1599,5,Campaign_5,148,2014-03-26,2014-04-25,5608.03,5213,49331,57
1600,1,Campaign_1,237,2014-03-03,2014-04-02,28018.03,6557,63392,38
1601,2,Campaign_2,237,2014-11-16,2014-12-16,20116.88,4438,14307,499
1602,3,Campaign_3,237,2014-01-17,2014-02-16,39156.71,9602,99191,132
1603,4,Campaign_4,237,2014-06-10,2014-07-10,44947.47,4584,64825,11
1604,5,Campaign_5,237,2014-10-28,2014-11-27,26754.37,9433,10740,205
1605,1,Campaign_1,161,2014-04-13,2014-05-13,42429.99,8637,55263,466
1606,2,Campaign_2,161,2014-03-05,2014-04-04,8676.4,1264,88942,308
1607,3,Campaign_3,161,2014-10-25,2014-11-24,7408.12,8604,43375,38
1608,4,Campaign_4,161,2014-08-23,2014-09-22,45720.32,9890,89900,197
1609,5,Campaign_5,161,2014-07-17,2014-08-16,43939.59,1788,21755,119
1610,1,Campaign_1,0,2014-03-25,2014-04-24,15537.78,1658,13424,66
1611,2,Campaign_2,0,2014-07-07,2014-08-06,41530.93,1438,18898,72
1612,3,Campaign_3,0,2014-10-12,2014-11-11,24191.22,2540,30894,437
1613,4,Campaign_4,0,2014-02-15,2014-03-17,18538.15,9137,8841,373
1614,5,Campaign_5,0,2014-06-15,2014-07-15,34588.99,623,14902,108
1615,1,Campaign_1,169,2014-09-27,2014-10-27,3740.08,5564,96314,448
1616,2,Campaign_2,169,2014-08-14,2014-09-13,29359.41,6479,39716,421
1617,3,Campaign_3,169,2014-10-11,2014-11-10,44967.29,209,1934,117
1618,4,Campaign_4,169,2014-03-28,2014-04-27,22230.41,3492,89328,3
1619,5,Campaign_5,169,2014-07-27,2014-08-26,44372.8,6124,96923,400
1620,1,Campaign_1,0,2014-01-01,2014-01-31,8337.25,876,8327,61
1621,2,Campaign_2,0,2014-02-22,2014-03-24,34307.78,9975,34191,447
1622,3,Campaign_3,0,2014-08-01,2014-08-31,14404.74,3183,39763,191
1623,4,Campaign_4,0,2014-05-20,2014-06-19,46262.27,2474,86647,451
1624,5,Campaign_5,0,2014-01-28,2014-02-27,40692.16,2144,98181,72
1625,1,Campaign_1,236,2014-12-28,2015-01-27,15192.68,568,60527,81
1626,2,Campaign_2,236,2014-06-14,2014-07-14,35745.78,1279,12919,35
1627,3,Campaign_3,236,2014-12-21,2015-01-20,38127.81,3282,8720,166
1628,4,Campaign_4,236,2014-06-06,2014-07-06,18744.57,2757,99250,438
1629,5,Campaign_5,236,2014-08-19,2014-09-18,41862.29,238,98155,178
1630,1,Campaign_1,279,2014-09-05,2014-10-05,23011.28,8304,78141,236
1631,2,Campaign_2,279,2014-09-25,2014-10-25,20034.12,544,2808,446
1632,3,Campaign_3,279,2014-02-08,2014-03-10,27706.14,8731,90255,210
1633,4,Campaign_4,279,2014-03-06,2014-04-05,43533.82,7165,29694,64
1634,5,Campaign_5,279,2014-11-18,2014-12-18,1124.12,6116,45869,424
1635,1,Campaign_1,17,2014-04-29,2014-05-29,27091.2,9315,88184,247
1636,2,Campaign_2,17,2014-10-10,2014-11-09,25625.07,7845,68033,449
1637,3,Campaign_3,17,2014-06-18,2014-07-18,25086.85,1210,87317,446
1638,4,Campaign_4,17,2014-07-11,2014-08-10,14391.36,5275,47819,469
1639,5,Campaign_5,17,2014-11-18,2014-12-18,46941.34,9130,99990,422
1640,1,Campaign_1,165,2014-08-15,2014-09-14,37552.07,8507,18957,124
1641,2,Campaign_2,165,2014-05-17,2014-06-16,34527.28,9876,94575,361
1642,3,Campaign_3,165,2014-11-28,2014-12-28,12013.93,4867,87216,223
1643,4,Campaign_4,165,2014-07-17,2014-08-16,4070.71,4886,73541,77
1644,5,Campaign_5,165,2014-10-20,2014-11-19,38958.34,8203,66564,455
1645,1,Campaign_1,151,2014-08-31,2014-09-30,48619.17,6789,42809,358
1646,2,Campaign_2,151,2014-04-24,2014-05-24,15077.67,1213,1863,263
1647,3,Campaign_3,151,2014-07-26,2014-08-25,5980.59,8938,14548,272
1648,4,Campaign_4,151,2014-09-28,2014-10-28,30989.59,2752,43425,48
1649,5,Campaign_5,151,2014-02-18,2014-03-20,15548.92,2994,36343,481
1650,1,Campaign_1,63,2014-12-14,2015-01-13,33775.25,8733,12451,1
1651,2,Campaign_2,63,2014-09-02,2014-10-02,9560.65,5790,33382,443
1652,3,Campaign_3,63,2014-09-20,2014-10-20,49172.2,7299,6943,400
1653,4,Campaign_4,63,2014-12-02,2015-01-01,33622.52,3092,39028,444
1654,5,Campaign_5,63,2014-09-08,2014-10-08,34926.29,3280,80670,114
1655,1,Campaign_1,315,2014-07-29,2014-08-28,45347.23,9182,80923,458
1656,2,Campaign_2,315,2014-05-28,2014-06-27,48735.53,3421,21211,221
1657,3,Campaign_3,315,2014-02-24,2014-03-26,32580.97,2196,18923,247
1658,4,Campaign_4,315,2014-09-25,2014-10-25,10858.55,9684,65692,175
1659,5,Campaign_5,315,2014-06-13,2014-07-13,20505.26,1745,44983,76
1660,1,Campaign_1,126,2014-04-20,2014-05-20,21253.15,4328,63986,197
1661,2,Campaign_2,126,2014-04-17,2014-05-17,14403.4,4281,72890,419
1662,3,Campaign_3,126,2014-03-07,2014-04-06,39754.84,8775,74745,66
1663,4,Campaign_4,126,2014-09-29,2014-10-29,30303.22,7053,74658,494
1664,5,Campaign_5,126,2014-08-15,2014-09-14,42033.03,8957,37048,60
1665,1,Campaign_1,405,2014-07-04,2014-08-03,34567.55,9081,94593,394
1666,2,Campaign_2,405,2014-09-20,2014-10-20,4880.37,4675,85867,58
1667,3,Campaign_3,405,2014-08-27,2014-09-26,23540.88,4600,75772,132
1668,4,Campaign_4,405,2014-09-12,2014-10-12,6131.78,9746,26604,359
1669,5,Campaign_5,405,2014-07-02,2014-08-01,1328.39,8169,3073,210
1670,1,Campaign_1,10,2014-11-08,2014-12-08,3977.59,1810,57818,442
1671,2,Campaign_2,10,2014-10-28,2014-11-27,42051.84,9884,13306,229
1672,3,Campaign_3,10,2014-12-13,2015-01-12,27665.14,2496,66426,314
1673,4,Campaign_4,10,2014-01-03,2014-02-02,27246.63,1240,37589,384
1674,5,Campaign_5,10,2014-07-22,2014-08-21,48846.41,5149,43437,387
1675,1,Campaign_1,112,2014-10-06,2014-11-05,36511.62,9820,33656,121
1676,2,Campaign_2,112,2014-01-19,2014-02-18,8172.62,3805,13962,430
1677,3,Campaign_3,112,2014-12-30,2015-01-29,11941.14,6291,30859,236
1678,4,Campaign_4,112,2014-04-25,2014-05-25,7617.6,4856,71110,166
1679,5,Campaign_5,112,2014-04-04,2014-05-04,1069.97,7121,29387,24
1680,1,Campaign_1,217,2014-08-05,2014-09-04,29594.44,8764,6588,191
1681,2,Campaign_2,217,2014-08-13,2014-09-12,20839.33,4618,11730,386
1682,3,Campaign_3,217,2014-11-27,2014-12-27,1110.13,7933,96780,45
1683,4,Campaign_4,217,2014-04-27,2014-05-27,38738.2,1968,31628,155
1684,5,Campaign_5,217,2014-09-18,2014-10-18,45494.63,7493,72355,451
1685,1,Campaign_1,87,2014-09-25,2014-10-25,40023.33,548,40532,439
1686,2,Campaign_2,87,2014-09-17,2014-10-17,25348.91,1420,59963,287
1687,3,Campaign_3,87,2014-06-16,2014-07-16,38916.98,5622,70071,287
1688,4,Campaign_4,87,2014-04-17,2014-05-17,45180.47,3801,4531,337
1689,5,Campaign_5,87,2014-01-01,2014-01-31,26313.43,215,23260,332
1690,1,Campaign_1,10,2014-06-05,2014-07-05,33818.17,2203,77488,322
1691,2,Campaign_2,10,2014-12-11,2015-01-10,49749.79,6007,54833,1
1692,3,Campaign_3,10,2014-03-09,2014-04-08,14938.87,9795,40172,250
1693,4,Campaign_4,10,2014-09-01,2014-10-01,48575.04,9329,22359,70
1694,5,Campaign_5,10,2014-02-12,2014-03-14,40654.38,2767,69625,499
1695,1,Campaign_1,50,2014-05-27,2014-06-26,33138.82,792,29568,324
1696,2,Campaign_2,50,2014-01-11,2014-02-10,43123.06,1348,67721,38
1697,3,Campaign_3,50,2014-02-03,2014-03-05,14675.0,4133,95428,9
1698,4,Campaign_4,50,2014-10-24,2014-11-23,25022.82,9963,38996,247
1699,5,Campaign_5,50,2014-11-23,2014-12-23,41350.47,2761,49577,194
1700,1,Campaign_1,7,2014-07-08,2014-08-07,25324.56,2620,63802,212
1701,2,Campaign_2,7,2014-04-28,2014-05-28,38126.09,6870,37837,440
1702,3,Campaign_3,7,2014-04-12,2014-05-12,36451.76,3357,97944,48
1703,4,Campaign_4,7,2014-11-15,2014-12-15,30773.95,6374,92910,438
1704,5,Campaign_5,7,2014-06-01,2014-07-01,19443.09,7850,71102,412
1705,1,Campaign_1,365,2014-09-23,2014-10-23,4139.45,2609,63067,320
1706,2,Campaign_2,365,2014-09-08,2014-10-08,36597.37,1578,37899,170
1707,3,Campaign_3,365,2014-10-13,2014-11-12,39716.38,6931,88376,298
1708,4,Campaign_4,365,2014-08-03,2014-09-02,32209.67,7701,74357,168
1709,5,Campaign_5,365,2014-10-09,2014-11-08,47524.12,7559,37820,289
1710,1,Campaign_1,141,2014-01-05,2014-02-04,5802.32,1738,43330,464
1711,2,Campaign_2,141,2014-12-14,2015-01-13,3780.13,9253,95647,122
1712,3,Campaign_3,141,2014-07-19,2014-08-18,40134.7,7563,76724,490
1713,4,Campaign_4,141,2014-08-13,2014-09-12,7186.25,9782,44051,430
1714,5,Campaign_5,141,2014-08-30,2014-09-29,2236.6,9428,30434,69
1715,1,Campaign_1,9,2014-08-01,2014-08-31,37432.94,3006,48830,268
1716,2,Campaign_2,9,2014-06-08,2014-07-08,2548.3,7099,17787,442
1717,3,Campaign_3,9,2014-08-07,2014-09-06,28484.22,825,46726,327
1718,4,Campaign_4,9,2014-09-10,2014-10-10,24573.82,8669,18760,289
1719,5,Campaign_5,9,2014-04-14,2014-05-14,34487.91,5583,26600,448
1720,1,Campaign_1,0,2014-06-15,2014-07-15,3283.3,7194,93778,262
1721,2,Campaign_2,0,2014-07-22,2014-08-21,3159.47,9213,88089,194
1722,3,Campaign_3,0,2014-09-29,2014-10-29,16659.62,234,27097,456
1723,4,Campaign_4,0,2014-11-07,2014-12-07,46563.91,3164,52394,245
1724,5,Campaign_5,0,2014-08-19,2014-09-18,48544.35,4888,14155,473
1725,1,Campaign_1,146,2014-04-06,2014-05-06,2106.31,4197,71993,215
1726,2,Campaign_2,146,2014-05-30,2014-06-29,43940.37,7910,61290,1
1727,3,Campaign_3,146,2014-12-02,2015-01-01,47977.68,6565,82870,372
1728,4,Campaign_4,146,2014-02-13,2014-03-15,42570.3,6224,68750,254
1729,5,Campaign_5,146,2014-01-25,2014-02-24,3099.91,1710,72727,1
1730,1,Campaign_1,10,2014-04-17,2014-05-17,12030.54,3217,31098,376
1731,2,Campaign_2,10,2014-01-08,2014-02-07,9010.22,6950,48177,309
1732,3,Campaign_3,10,2014-01-27,2014-02-26,32190.35,4770,81449,463
1733,4,Campaign_4,10,2014-08-19,2014-09-18,5220.04,8315,84604,385
1734,5,Campaign_5,10,2014-10-24,2014-11-23,28573.51,7550,32621,357
1735,1,Campaign_1,365,2014-10-29,2014-11-28,36496.04,5662,49670,326
1736,2,Campaign_2,365,2014-10-12,2014-11-11,28781.73,2085,45084,271
1737,3,Campaign_3,365,2014-01-02,2014-02-01,22880.26,4379,84632,230
1738,4,Campaign_4,365,2014-04-21,2014-05-21,38247.94,9861,64199,214
1739,5,Campaign_5,365,2014-10-17,2014-11-16,45685.92,3945,95318,370
1740,1,Campaign_1,398,2014-10-05,2014-11-04,17226.61,478,56613,400
1741,2,Campaign_2,398,2014-02-07,2014-03-09,39550.37,7791,24555,453
1742,3,Campaign_3,398,2014-12-19,2015-01-18,47033.66,8856,41286,326
1743,4,Campaign_4,398,2014-03-30,2014-04-29,45844.28,128,62428,369
1744,5,Campaign_5,398,2014-05-15,2014-06-14,8662.72,547,92560,486
1745,1,Campaign_1,19,2014-07-11,2014-08-10,21364.0,3509,8294,40
1746,2,Campaign_2,19,2014-02-08,2014-03-10,22274.91,7461,36409,71
1747,3,Campaign_3,19,2014-03-19,2014-04-18,39052.38,249,2478,123
1748,4,Campaign_4,19,2014-01-10,2014-02-09,23111.33,935,73021,470
1749,5,Campaign_5,19,2014-12-01,2014-12-31,39793.25,3917,82923,255
1750,1,Campaign_1,4,2014-03-08,2014-04-07,33168.24,6396,67336,417
1751,2,Campaign_2,4,2014-12-06,2015-01-05,45219.15,6407,40571,66
1752,3,Campaign_3,4,2014-07-12,2014-08-11,1273.66,509,12731,496
1753,4,Campaign_4,4,2014-12-26,2015-01-25,46331.15,775,42981,45
1754,5,Campaign_5,4,2014-04-03,2014-05-03,22108.78,5219,15866,263
1755,1,Campaign_1,119,2014-11-30,2014-12-30,29610.46,6387,56427,42
1756,2,Campaign_2,119,2014-03-13,2014-04-12,9817.8,1554,93360,414
1757,3,Campaign_3,119,2014-11-27,2014-12-27,48955.68,8470,19940,222
1758,4,Campaign_4,119,2014-03-23,2014-04-22,3395.49,8340,15388,244
1759,5,Campaign_5,119,2014-07-11,2014-08-10,15224.24,2528,66078,189
1760,1,Campaign_1,43,2014-01-08,2014-02-07,31129.16,886,71326,498
1761,2,Campaign_2,43,2014-02-03,2014-03-05,18546.86,816,81047,169
1762,3,Campaign_3,43,2014-11-23,2014-12-23,47345.99,6168,23050,193
1763,4,Campaign_4,43,2014-07-22,2014-08-21,10359.65,5929,90139,163
1764,5,Campaign_5,43,2014-09-24,2014-10-24,21877.93,6410,36671,11
1765,1,Campaign_1,146,2014-10-28,2014-11-27,4624.83,9834,74657,169
1766,2,Campaign_2,146,2014-06-11,2014-07-11,628.63,5686,62537,415
1767,3,Campaign_3,146,2014-08-07,2014-09-06,48515.25,5838,76143,414
1768,4,Campaign_4,146,2014-05-21,2014-06-20,48951.03,8533,24840,455
1769,5,Campaign_5,146,2014-05-03,2014-06-02,8393.52,8269,11448,145
1770,1,Campaign_1,34,2014-07-15,2014-08-14,37130.66,8143,30961,226
1771,2,Campaign_2,34,2014-12-09,2015-01-08,26489.18,1988,12950,191
1772,3,Campaign_3,34,2014-03-05,2014-04-04,22180.34,5473,69100,248
1773,4,Campaign_4,34,2014-11-28,2014-12-28,41542.74,6051,47992,103
1774,5,Campaign_5,34,2014-03-05,2014-04-04,30222.11,9025,6007,255
1775,1,Campaign_1,9,2014-10-30,2014-11-29,27972.5,8336,13188,430
1776,2,Campaign_2,9,2014-03-12,2014-04-11,43780.38,9914,59911,6
1777,3,Campaign_3,9,2014-01-31,2014-03-02,38283.78,3754,13876,346
1778,4,Campaign_4,9,2014-08-09,2014-09-08,5562.55,9681,56346,342
1779,5,Campaign_5,9,2014-02-09,2014-03-11,48183.1,842,82754,449
1780,1,Campaign_1,158,2014-03-28,2014-04-27,42609.66,1687,36837,163
1781,2,Campaign_2,158,2014-07-27,2014-08-26,33079.66,4659,6159,207
1782,3,Campaign_3,158,2014-01-11,2014-02-10,21023.35,3803,20029,40
1783,4,Campaign_4,158,2014-01-08,2014-02-07,8521.66,6235,3468,383
1784,5,Campaign_5,158,2014-08-29,2014-09-28,39984.65,214,96319,334
1785,1,Campaign_1,96,2014-05-24,2014-06-23,9779.25,638,65857,453
1786,2,Campaign_2,96,2014-08-05,2014-09-04,27948.1,1220,74067,6
1787,3,Campaign_3,96,2014-03-12,2014-04-11,19511.98,2348,73026,18
1788,4,Campaign_4,96,2014-09-24,2014-10-24,26771.71,3260,58613,62
1789,5,Campaign_5,96,2014-04-10,2014-05-10,41695.82,3200,47122,11
1790,1,Campaign_1,38,2014-07-16,2014-08-15,18987.68,9060,64120,426
1791,2,Campaign_2,38,2014-06-12,2014-07-12,32705.03,9526,47835,46
1792,3,Campaign_3,38,2014-06-21,2014-07-21,2048.58,976,52803,322
1793,4,Campaign_4,38,2014-05-21,2014-06-20,10472.07,287,35580,188
1794,5,Campaign_5,38,2014-07-25,2014-08-24,47956.6,5064,44101,29
1795,1,Campaign_1,61,2014-07-25,2014-08-24,32514.4,8148,47393,373
1796,2,Campaign_2,61,2014-02-28,2014-03-30,17923.06,7028,59238,485
1797,3,Campaign_3,61,2014-05-18,2014-06-17,12343.25,8849,43022,497
1798,4,Campaign_4,61,2014-02-07,2014-03-09,40803.04,2026,8329,415
1799,5,Campaign_5,61,2014-12-26,2015-01-25,45711.31,8504,8195,151
1800,1,Campaign_1,138,2014-10-18,2014-11-17,8579.42,4029,95125,115
1801,2,Campaign_2,138,2014-09-11,2014-10-11,4495.34,1313,14782,329
1802,3,Campaign_3,138,2014-11-04,2014-12-04,13940.42,581,80043,26
1803,4,Campaign_4,138,2014-11-23,2014-12-23,6027.74,1286,83579,328
1804,5,Campaign_5,138,2014-07-17,2014-08-16,32511.64,6555,31705,400
1805,1,Campaign_1,31,2014-10-25,2014-11-24,19813.19,1977,93691,49
1806,2,Campaign_2,31,2014-04-11,2014-05-11,35346.51,4228,64961,368
1807,3,Campaign_3,31,2014-12-08,2015-01-07,38541.47,3350,17575,46
1808,4,Campaign_4,31,2014-01-30,2014-03-01,17093.36,7190,31475,131
1809,5,Campaign_5,31,2014-04-10,2014-05-10,29282.55,3624,32648,471
1810,1,Campaign_1,9,2014-05-06,2014-06-05,35684.44,8265,4721,262
1811,2,Campaign_2,9,2014-05-25,2014-06-24,21248.53,5861,90792,472
1812,3,Campaign_3,9,2014-09-27,2014-10-27,25485.19,5665,4856,243
1813,4,Campaign_4,9,2014-01-16,2014-02-15,25854.55,6061,55738,169
1814,5,Campaign_5,9,2014-05-21,2014-06-20,616.06,8218,25808,150
1815,1,Campaign_1,326,2014-03-18,2014-04-17,44803.1,4770,63152,489
1816,2,Campaign_2,326,2014-09-25,2014-10-25,16053.27,4285,5300,151
1817,3,Campaign_3,326,2014-06-18,2014-07-18,45163.5,2804,73281,289
1818,4,Campaign_4,326,2014-03-31,2014-04-30,31954.81,4840,74151,107
1819,5,Campaign_5,326,2014-09-19,2014-10-19,29680.27,7026,37310,266
1820,1,Campaign_1,60,2014-03-25,2014-04-24,33656.17,9408,66706,448
1821,2,Campaign_2,60,2014-05-15,2014-06-14,29260.36,9906,72813,422
1822,3,Campaign_3,60,2014-09-27,2014-10-27,13828.37,6685,76940,391
1823,4,Campaign_4,60,2014-07-04,2014-08-03,5639.55,1021,52546,259
1824,5,Campaign_5,60,2014-09-05,2014-10-05,8561.92,1784,57894,119
1825,1,Campaign_1,91,2014-12-09,2015-01-08,25127.68,387,51611,303
1826,2,Campaign_2,91,2014-02-23,2014-03-25,19301.83,4976,33450,384
1827,3,Campaign_3,91,2014-05-11,2014-06-10,34196.98,4962,37780,130
1828,4,Campaign_4,91,2014-10-26,2014-11-25,38467.38,2219,25793,102
1829,5,Campaign_5,91,2014-10-14,2014-11-13,41276.92,3871,17390,57
1830,1,Campaign_1,4,2014-10-15,2014-11-14,5538.51,3228,20750,412
1831,2,Campaign_2,4,2014-08-14,2014-09-13,40734.21,7670,35977,338
1832,3,Campaign_3,4,2014-10-07,2014-11-06,9134.46,8752,75314,98
1833,4,Campaign_4,4,2014-05-02,2014-06-01,968.63,8911,56168,141
1834,5,Campaign_5,4,2014-06-30,2014-07-30,10726.21,694,30996,225
1835,1,Campaign_1,25,2014-10-29,2014-11-28,11053.01,7907,86401,224
1836,2,Campaign_2,25,2014-07-28,2014-08-27,10182.29,1571,82954,376
1837,3,Campaign_3,25,2014-01-29,2014-02-28,11760.51,1805,84007,22
1838,4,Campaign_4,25,2014-11-10,2014-12-10,23716.98,8238,4778,186
1839,5,Campaign_5,25,2014-05-02,2014-06-01,15196.07,2937,1498,271
1840,1,Campaign_1,4,2014-06-02,2014-07-02,49177.2,5930,95856,337
1841,2,Campaign_2,4,2014-08-22,2014-09-21,38264.96,6509,90178,61
1842,3,Campaign_3,4,2014-11-13,2014-12-13,3153.32,3406,55366,59
1843,4,Campaign_4,4,2014-06-23,2014-07-23,35801.25,9560,94583,425
1844,5,Campaign_5,4,2014-04-07,2014-05-07,25728.79,6193,86707,269
1845,1,Campaign_1,307,2014-12-30,2015-01-29,30218.25,8875,23182,95
1846,2,Campaign_2,307,2014-05-30,2014-06-29,27714.6,4449,92223,295
1847,3,Campaign_3,307,2014-05-12,2014-06-11,32121.04,4898,18383,343
1848,4,Campaign_4,307,2014-05-21,2014-06-20,30947.35,9064,24634,384
1849,5,Campaign_5,307,2014-08-01,2014-08-31,24852.61,8958,52948,369
1850,1,Campaign_1,254,2014-04-14,2014-05-14,35273.96,5653,5867,140
1851,2,Campaign_2,254,2014-10-25,2014-11-24,48690.13,7641,19631,181
1852,3,Campaign_3,254,2014-07-14,2014-08-13,42220.25,2311,2833,488
1853,4,Campaign_4,254,2014-07-31,2014-08-30,31371.8,7998,57172,147
1854,5,Campaign_5,254,2014-04-15,2014-05-15,38248.27,9272,97248,478
1855,1,Campaign_1,401,2014-01-20,2014-02-19,38737.53,5019,68148,211
1856,2,Campaign_2,401,2014-03-31,2014-04-30,11306.9,3835,77868,495
1857,3,Campaign_3,401,2014-06-28,2014-07-28,2343.39,1758,33852,311
1858,4,Campaign_4,401,2014-07-17,2014-08-16,22730.14,1304,78588,99
1859,5,Campaign_5,401,2014-07-12,2014-08-11,16753.43,8764,75360,185
1860,1,Campaign_1,196,2014-11-08,2014-12-08,27796.75,8265,32450,377
1861,2,Campaign_2,196,2014-04-27,2014-05-27,2096.81,8955,33124,227
1862,3,Campaign_3,196,2014-12-21,2015-01-20,47751.65,8142,50928,146
1863,4,Campaign_4,196,2014-04-01,2014-05-01,1959.79,5411,14475,449
1864,5,Campaign_5,196,2014-11-18,2014-12-18,18571.45,7896,2019,257
1865,1,Campaign_1,93,2014-02-26,2014-03-28,48832.59,4696,22603,11
1866,2,Campaign_2,93,2014-04-06,2014-05-06,43082.76,7551,82273,63
1867,3,Campaign_3,93,2014-05-08,2014-06-07,13896.02,6773,52676,69
1868,4,Campaign_4,93,2014-09-09,2014-10-09,46520.27,3715,95409,408
1869,5,Campaign_5,93,2014-04-07,2014-05-07,40481.11,9224,70530,232
1870,1,Campaign_1,36,2014-06-22,2014-07-22,33883.79,6875,36867,258
1871,2,Campaign_2,36,2014-05-01,2014-05-31,49323.94,6617,86129,242
1872,3,Campaign_3,36,2014-05-12,2014-06-11,28582.99,831,56447,225
1873,4,Campaign_4,36,2014-08-03,2014-09-02,43995.8,6079,41557,86
1874,5,Campaign_5,36,2014-05-13,2014-06-12,26601.97,5279,52993,44
1875,1,Campaign_1,277,2014-07-13,2014-08-12,2118.01,6434,94089,152
1876,2,Campaign_2,277,2014-07-24,2014-08-23,16683.71,8160,73549,23
1877,3,Campaign_3,277,2014-08-17,2014-09-16,32845.59,3123,23740,43
1878,4,Campaign_4,277,2014-02-11,2014-03-13,45071.22,1901,5926,189
1879,5,Campaign_5,277,2014-05-30,2014-06-29,36431.41,2594,31793,371
1880,1,Campaign_1,11,2014-04-30,2014-05-30,40270.19,563,20183,353
1881,2,Campaign_2,11,2014-12-27,2015-01-26,18037.1,1615,89911,4
